,Measure,Toad's Place,chord_note,Time,C,C#,D,D#,E,F,F#,G,G#,A,A#,B
21,11,F9,F,20.0,2.121119976043701,4.359126567840576,6.944221496582031,4.410711765289307,5.293610095977783,8.874698638916016,3.8225910663604736,0.937177836894989,1.0216766595840454,0.6399003267288208,0.9263090491294861,2.0105695724487305
22,11,Bb7,Bb,20.5,158.3667449951172,60.238677978515625,106.48321533203125,282.98236083984375,172.5132293701172,121.31600189208984,58.38264846801758,137.902587890625,76.34346771240234,138.2493438720703,122.5324478149414,103.83047485351562
23,11,E9,E,21.0,156.16201782226562,72.9426040649414,199.61817932128906,144.0234832763672,138.77003479003906,231.8527069091797,97.37247467041016,102.6175537109375,146.9504852294922,69.54560089111328,135.29385375976562,70.63551330566406
24,11,Eb9,Eb,21.5,1437.9296875,2017.8770751953125,2494.830322265625,2790.0703125,3594.7890625,5247.76025390625,5641.36474609375,3101.404296875,2682.379638671875,1426.89501953125,2675.650390625,3169.701904296875
25,13,F9,F,24.0,275.728271484375,92.18941497802734,159.52806091308594,441.1526184082031,295.2565002441406,211.90626525878906,95.15789794921875,232.55186462402344,130.70736694335938,249.24867248535156,86.9985580444336,110.81771850585938
26,13,Bb7,Bb,24.66666666666667,108.74677276611328,34.48518753051758,44.88533401489258,134.89569091796875,70.18122100830078,53.71671676635742,20.779253005981445,71.45361328125,21.489015579223633,16.90431022644043,8.592455863952637,20.55184555053711
27,13,E9,E,25.33333333333333,52.63938522338867,39.425819396972656,159.4396514892578,109.26092529296875,77.79651641845703,265.36370849609375,96.57037353515625,34.15725326538086,80.95232391357422,77.2690200805664,132.00486755371094,53.04847717285156
28,14,Eb9,Eb,26.0,775.0845336914062,2011.6104736328125,1713.23974609375,1890.8157958984375,1209.6705322265625,3450.828125,2139.110595703125,2056.1875,901.0972290039062,726.8208618164062,2224.754638671875,1315.89306640625
29,15,F9,F,28.0,2.121117353439331,4.359220027923584,6.944467067718506,4.410599231719971,5.293705463409424,8.874771118164062,3.8226985931396484,0.9372038245201111,1.0217336416244507,0.6399132609367371,0.9262630939483643,2.010568380355835
30,15,Bb7,Bb,28.5,158.3665008544922,60.23856735229492,106.48316192626953,282.9812316894531,172.51258850097656,121.31572723388672,58.38222122192383,137.9018096923828,76.34339141845703,138.24871826171875,122.53218841552734,103.8302230834961
31,15,E9,E,29.0,156.1604461669922,72.94278717041016,199.6190948486328,144.0232391357422,138.7697296142578,231.85455322265625,97.37345123291016,102.61779022216797,146.95028686523438,69.54539489746094,135.2952423095703,70.6359634399414
32,15,Eb9,Eb,29.5,1437.9273681640625,2017.8773193359375,2494.83154296875,2790.0712890625,3594.789306640625,5247.74853515625,5641.36328125,3101.409423828125,2682.375,1426.8951416015625,2675.644287109375,3169.683837890625
33,17,F9,F,32.0,275.728515625,92.189697265625,159.52780151367188,441.1529541015625,295.2558898925781,211.90576171875,95.15813446044922,232.55372619628906,130.70742797851562,249.2484130859375,86.9983139038086,110.81777954101562
34,17,Bb7,Bb,32.666666666666664,108.74768829345703,34.48532485961914,44.88559341430664,134.89564514160156,70.18132019042969,53.71653747558594,20.779151916503906,71.45323944091797,21.48902130126953,16.90427017211914,8.592549324035645,20.552061080932617
35,17,E9,E,33.333333333333336,52.63926696777344,39.426109313964844,159.4404754638672,109.26162719726562,77.79676055908203,265.3638610839844,96.57009887695312,34.15767288208008,80.95287322998047,77.26903533935547,132.0046844482422,53.04832458496094
36,18,Eb9,Eb,34.0,258.46649169921875,592.6803588867188,503.7353210449219,523.7798461914062,312.29766845703125,995.3538208007812,683.6864624023438,616.9117431640625,297.4949951171875,245.1297607421875,672.6857299804688,420.5884704589844
37,18,Eb9,Eb,35.0,36.299537658691406,93.35610961914062,116.7754135131836,102.95235443115234,101.63823699951172,243.29750061035156,72.72966766357422,27.908294677734375,13.89629077911377,13.040814399719238,28.520811080932617,50.33024597167969
38,19,D9,D,36.0,2167.572509765625,1245.644775390625,1248.7525634765625,1439.3416748046875,3309.2626953125,2266.610595703125,2304.16064453125,1095.2550048828125,786.433837890625,1857.2716064453125,810.2400512695312,582.8147583007812
39,20,G7,G,38.0,952.5873413085938,830.4066772460938,3786.835693359375,2420.44677734375,1162.2926025390625,3654.270263671875,1443.8675537109375,1714.0386962890625,369.0480041503906,376.549560546875,449.8526306152344,1970.5025634765625
40,21,Amin7,A,40.0,1825.10693359375,426.5293884277344,303.6251525878906,677.0626220703125,3082.612060546875,673.2792358398438,323.93890380859375,1683.7908935546875,727.9550170898438,1679.1343994140625,374.9667053222656,630.3197021484375
41,22,D9,D,42.0,970.1177368164062,260.6037292480469,192.7238311767578,270.89776611328125,955.1038208007812,341.0674133300781,531.8115234375,312.60711669921875,269.1834411621094,759.2533569335938,201.6851806640625,219.3719482421875
42,22,Abmin7,Ab,43.0,89.95620727539062,28.0628604888916,17.84886360168457,48.574832916259766,176.74835205078125,53.63847732543945,74.79302978515625,17.333126068115234,14.651703834533691,14.948613166809082,6.45298433303833,22.548261642456055
43,23,Gmin7,G,44.0,382.7267761230469,385.8901672363281,1334.2222900390625,1503.3746337890625,1024.3128662109375,3227.2744140625,2279.487548828125,1967.84375,620.8696899414062,821.2556762695312,2216.571533203125,1013.3720703125
44,24,Bb7,Bb,46.0,57.55828857421875,81.2137451171875,272.7514953613281,125.66699981689453,124.03861236572266,378.10595703125,185.206298828125,67.25800323486328,238.9564208984375,165.3206024169922,265.2796325683594,160.19093322753906
45,24,B7,B,46.66666666666666,153.47462463378906,90.66436767578125,180.916259765625,413.6506652832031,276.4375915527344,269.8028564453125,356.9965515136719,146.4010772705078,76.12749481201172,132.6389617919922,174.41453552246094,282.9788818359375
46,24,C7,C,47.33333333333334,77.22212982177734,22.947214126586914,41.27852249145508,124.82296752929688,191.9100799560547,102.07901763916016,77.77571868896484,85.47660064697266,51.047542572021484,37.649696350097656,77.29234313964844,59.97825622558594
47,25,F9,F,48.0,161.45654296875,59.56864929199219,86.3689193725586,286.87261962890625,189.9916229248047,115.76071166992188,108.60440826416016,159.35498046875,97.13777923583984,133.7947235107422,73.43428802490234,133.6175079345703
48,25,Bb7,Bb,48.5,71.31961822509766,18.188417434692383,28.847732543945312,98.22817993164062,63.32038879394531,60.55080795288086,22.738922119140625,54.03813552856445,13.263694763183594,21.782052993774414,11.572208404541016,21.768232345581055
49,25,E9,E,49.0,67.85697174072266,77.70386505126953,170.0061492919922,154.9160919189453,125.33200073242188,254.51780700683594,124.75162506103516,62.238739013671875,137.1807098388672,90.0596923828125,139.79954528808594,101.65908813476562
50,25,Eb9,Eb,49.5,56.15324020385742,46.462825775146484,162.22303771972656,122.60772705078125,131.5822296142578,200.3827667236328,289.2404479980469,137.90147399902344,144.37730407714844,71.48946380615234,66.34149932861328,197.9099578857422
51,26,E9,E,50.0,557.6289672851562,1240.3221435546875,711.5110473632812,1041.975341796875,1013.2344360351562,2241.38427734375,1313.8448486328125,1188.1810302734375,583.7142944335938,550.3147583007812,1144.3665771484375,1128.5625
52,27,F9,F,52.0,195.16307067871094,75.12307739257812,159.54505920410156,282.4120178222656,184.58673095703125,108.46613311767578,251.21470642089844,170.2379913330078,53.97021484375,133.06822204589844,80.56696319580078,203.00018310546875
53,27,Bb7,Bb,52.5,91.76409149169922,24.415231704711914,65.50444030761719,107.09180450439453,85.83069610595703,75.31832122802734,52.81398391723633,53.6959228515625,18.238855361938477,28.8117618560791,19.286752700805664,52.94682693481445
54,27,E9,E,53.0,67.93885803222656,81.03274536132812,184.03590393066406,152.98500061035156,112.38275909423828,236.9617462158203,121.60340118408203,71.3075942993164,143.27081298828125,83.8446273803711,135.34413146972656,95.69586944580078
55,27,Eb9,Eb,53.5,55.18290710449219,48.53184509277344,167.6957550048828,123.75615692138672,117.3788070678711,192.1825714111328,293.25927734375,141.7211151123047,142.2439422607422,64.67242431640625,63.44916915893555,191.499267578125
56,28,E9,E,54.0,554.0656127929688,1230.3707275390625,710.0620727539062,1034.333740234375,970.4182739257812,2239.09228515625,1303.2562255859375,1185.026123046875,582.5552368164062,541.0842895507812,1138.9071044921875,1126.6444091796875
57,29,F9,F,56.0,700.36865234375,228.56317138671875,525.611083984375,1016.1386108398438,730.20751953125,474.7389831542969,707.767578125,575.4620971679688,228.90541076660156,559.5073852539062,239.79933166503906,540.1721801757812
58,29,Eb9,Eb,57.0,46121.17578125,101094.7109375,76637.7421875,111655.1015625,62656.36328125,206956.9375,54289.30859375,82507.7734375,22924.046875,23754.880859375,77036.15625,29725.787109375
59,53,D9,D,104.0,1921.6806640625,549.1361083984375,643.5288696289062,753.0327758789062,3073.857177734375,972.33154296875,1777.0093994140625,559.0281372070312,634.6141967773438,1834.2332763671875,459.1330261230469,488.0499572753906
60,54,G7,G,106.0,526.7498779296875,366.0924377441406,1087.8656005859375,646.9566040039062,885.468505859375,3718.427001953125,1462.24462890625,1703.4327392578125,352.0774230957031,352.689453125,440.3307800292969,1898.0045166015625
61,55,Amin7,A,108.0,1810.8984375,407.305419921875,290.4755554199219,660.6432495117188,3068.372802734375,665.8111572265625,301.3951110839844,1525.0230712890625,690.508544921875,1668.4517822265625,369.98583984375,618.8109741210938
62,56,D9,D,110.0,455.2212829589844,127.49295043945312,86.3304443359375,140.5509490966797,422.7140808105469,168.24766540527344,225.4766387939453,153.9398193359375,121.11644744873047,281.8455505371094,94.69760131835938,111.21227264404297
63,56,Abmin7,Ab,110.66666666666669,79.3611831665039,26.8696231842041,19.331296920776367,35.15239334106445,132.9205780029297,38.80131149291992,46.349483489990234,23.293874740600586,20.453916549682617,18.561479568481445,9.28745174407959,32.2835578918457
64,56,Gmin7,G,111.33333333333331,786.8881225585938,387.710205078125,937.0968627929688,2618.85302734375,1222.9384765625,1746.0679931640625,4118.60009765625,1520.5958251953125,1574.6763916015625,621.7935180664062,1136.1046142578125,2439.886962890625
65,58,Bb7,Bb,114.0,56.70354080200195,76.2660140991211,252.9434356689453,98.18883514404297,123.42180633544922,375.9477844238281,176.4376983642578,66.06226348876953,238.39556884765625,161.1770782470703,267.1777038574219,162.8140411376953
66,58,B7,B,114.66666666666669,153.15145874023438,87.9605941772461,171.9716033935547,412.423828125,276.1422424316406,271.6295471191406,361.035888671875,147.3323516845703,75.86722564697266,131.7188262939453,173.8106231689453,280.9923400878906
67,58,C7,C,115.33333333333331,1693.6201171875,351.4852294921875,582.386962890625,2302.777587890625,3787.866455078125,1654.44384765625,1340.356689453125,1341.1131591796875,495.1181640625,437.0218505859375,962.6443481445312,1174.5743408203125
