,C,Db,D,Eb,E,F,Gb,G,Ab,A,Bb,B,true
Bb6_ngbaka-maibo_Flute.ogg,418.1439208984375,8278.9169921875,65072.14453125,10417.3662109375,17162.951171875,127072.15625,24041.576171875,29412.966796875,9036.732421875,35506.35546875,135032.3125,22601.423828125,Bb6
E6_agsag-samai_Flute.ogg,4799.39111328125,7558.86669921875,4196.3701171875,9117.2939453125,39297.86328125,7290.34326171875,1417.1715087890625,4428.49853515625,28946.421875,4051.288330078125,5344.51904296875,31300.8125,E6
D6_venda_Flute.ogg,4557.9794921875,8832.2451171875,40852.1484375,7656.63232421875,1593.95166015625,4903.30419921875,30883.5234375,4022.251953125,3865.6328125,22151.025390625,6134.66845703125,18457.00390625,D6
Db6_Nawakhat_Flute.ogg,3401.563232421875,21665.896484375,4304.70849609375,2657.28076171875,1815.1048583984375,11259.5732421875,1934.4158935546875,2072.592041015625,15474.2724609375,4594.05517578125,10769.9755859375,2060.348876953125,Db6
Bb6_aksak_Flute.ogg,153.4785614013672,2777.632568359375,22298.580078125,3647.599365234375,5505.759765625,40690.140625,7356.13037109375,7427.66015625,2991.4189453125,12511.2568359375,46774.6875,8132.412109375,Bb6
G6_al-saghil-al-sani_Flute.ogg,5125.908203125,2802.844482421875,23070.275390625,8048.15283203125,27366.349609375,5112.15673828125,7195.12744140625,42315.91796875,8317.9111328125,5264.91455078125,9767.0908203125,47974.69140625,G6
Eb6_outside_now_Flute.ogg,3632.979736328125,2857.592041015625,9480.677734375,46696.31640625,8582.9306640625,1127.8331298828125,2921.6162109375,20660.953125,3168.506591796875,4482.02978515625,26395.646484375,3756.918701171875,Eb6
E6_venda_Flute.ogg,4814.40673828125,7566.84130859375,4243.27392578125,9490.1904296875,39333.8984375,7287.43408203125,1418.00927734375,4385.01513671875,28883.509765625,4088.378173828125,5346.74462890625,31319.9375,E6
Db6_venda_Flute.ogg,4809.97998046875,31627.1328125,6240.00732421875,2886.2099609375,2528.714599609375,16749.220703125,2884.07421875,2201.80517578125,16608.681640625,5434.47705078125,13148.5439453125,2658.530517578125,Db6
C6_spanish_tango_Flute.ogg,25962.84375,5181.68603515625,3024.529541015625,2812.700927734375,17417.7109375,2773.08203125,2076.57470703125,14684.16796875,5288.94873046875,15160.4189453125,3181.0966796875,4123.404296875,C6
G6_aksak_Flute.ogg,4596.44384765625,2788.217041015625,22871.736328125,6179.1015625,15538.39453125,3727.410400390625,7567.71435546875,50972.19140625,9860.2978515625,4668.380859375,8597.0498046875,42559.4375,G6
E6_cinquillo_Flute.ogg,4834.63720703125,8632.9482421875,4003.655517578125,8434.9521484375,32627.763671875,6109.0390625,1570.4862060546875,4513.82763671875,29578.9609375,4143.03662109375,5563.56787109375,31613.466796875,E6
B6_spanish_tango_Flute.ogg,11918.2197265625,173.15240478515625,4495.99560546875,35576.04296875,5638.96923828125,7564.60888671875,52873.11328125,9788.9306640625,15288.2724609375,4165.17431640625,15905.4912109375,66302.3203125,B6
Eb6_spanish_tango_Flute.ogg,14043.55078125,3832.888916015625,8258.3251953125,27738.9921875,5187.50830078125,1482.3035888671875,3975.841552734375,28057.537109375,4257.76220703125,5979.43310546875,33874.28515625,5785.12744140625,Eb6
B6_al-saghil-al-sani_Flute.ogg,12750.55078125,173.52464294433594,3859.4658203125,30373.6953125,4818.06201171875,7626.80078125,53292.76953125,9829.5205078125,15287.69921875,4034.849609375,16035.7353515625,73994.640625,B6
E6_venda_clapping_Flute.ogg,6887.98583984375,8102.39794921875,5706.78271484375,12016.7001953125,62246.05859375,11557.8837890625,2063.343994140625,4538.9462890625,30481.552734375,4477.85888671875,7760.60205078125,46501.58984375,E6
Eb6_agogo-samba_Flute.ogg,34856.8125,9675.263671875,18632.20703125,88748.0703125,16919.8515625,5888.087890625,7508.310546875,50734.14453125,7900.45166015625,25099.955078125,144398.296875,21319.833984375,Eb6
C6_samba_Flute.ogg,82401.0625,16076.5263671875,5668.28564453125,6355.2421875,38595.8515625,5815.337890625,5340.93408203125,42906.71484375,13405.84765625,31378.958984375,7946.61279296875,10900.7470703125,C6
D6_venda_clapping_Flute.ogg,5452.35107421875,12331.0361328125,67090.6328125,12513.99609375,2044.4476318359375,4876.20849609375,30819.298828125,4139.6533203125,5065.03759765625,30026.498046875,6671.578125,15723.89453125,D6
E6_aksak_Flute.ogg,4790.90185546875,7557.90380859375,4153.7216796875,8770.2255859375,39244.45703125,7290.36083984375,1415.3021240234375,4149.43115234375,27136.556640625,3813.164794921875,5343.14794921875,31296.400390625,E6
F6_mpre_Flute.ogg,60153.046875,12280.7177734375,20416.302734375,5714.39599609375,10946.7236328125,71822.15625,14667.4951171875,14128.90625,10311.7666015625,45854.41796875,5570.98828125,7465.52978515625,F6
D6_bossa-nova_Flute.ogg,8161.40283203125,18651.373046875,108401.6953125,20142.94140625,2825.841796875,7350.61376953125,46209.76953125,6137.57470703125,7231.57177734375,44315.93359375,9518.22265625,20107.84765625,D6
D6_samba_Flute.ogg,10700.0654296875,20245.767578125,117263.5546875,21859.673828125,3412.861572265625,10290.5380859375,63874.859375,8192.869140625,8596.4580078125,52165.16015625,14607.0009765625,42645.57421875,D6
Ab6_mpre_Flute.ogg,35783.984375,5583.22119140625,4595.54443359375,39578.25390625,17535.900390625,70694.515625,12763.3955078125,20813.609375,85950.7578125,16493.1875,8685.9853515625,6232.20654296875,Ab6
Gb6_bendir_Flute.ogg,2889.075927734375,23665.603515625,5891.078125,16028.6572265625,4399.48828125,8246.5478515625,53676.98828125,10032.0732421875,4827.91015625,10566.3173828125,54181.39453125,6027.685546875,Gb6
C6_al-saghil-al-sani_Flute.ogg,22939.1796875,4628.388671875,3025.531494140625,2915.889892578125,18551.833984375,3025.242431640625,2054.265869140625,14459.2744140625,5312.9541015625,15155.8251953125,3175.556396484375,3964.929931640625,C6
F6_bendir_Flute.ogg,31345.6796875,6659.10009765625,13208.5361328125,3646.4248046875,6708.72119140625,34906.32421875,7294.44287109375,7685.25439453125,8110.8671875,38596.4453125,4531.37890625,4015.4814453125,F6
D6_spanish_tango_Flute.ogg,4532.3798828125,9149.544921875,33530.640625,6298.82568359375,1764.2789306640625,5307.74658203125,32428.953125,4159.39794921875,4229.02685546875,23942.15625,6683.45556640625,20587.595703125,D6
Ab6_samba_Flute.ogg,59954.69921875,9255.2021484375,6096.46044921875,52663.95703125,15387.703125,41623.20703125,11169.0263671875,34167.19921875,139946.875,26040.318359375,9531.27734375,9556.900390625,Ab6
Eb6_ruchenitza_2_Flute.ogg,3428.1240234375,1761.4036865234375,5733.17626953125,22023.9765625,4065.300048828125,859.31005859375,2261.755126953125,15584.2060546875,2324.836669921875,3491.909423828125,20050.599609375,2844.854736328125,Eb6
B6_bendir_Flute.ogg,11940.5869140625,194.83860778808594,3452.958251953125,27344.0546875,4372.41162109375,9236.279296875,64169.87109375,13025.6669921875,25722.931640625,5239.6728515625,13387.8427734375,65888.84375,B6
G6_mpre_Flute.ogg,6183.45703125,6157.69677734375,51123.15234375,18708.798828125,66524.53125,11150.5615234375,11372.2685546875,79524.40625,15774.9931640625,11494.8203125,12486.7998046875,57001.90625,G6
A6_fandango_Flute.ogg,3657.236572265625,28042.498046875,4403.92431640625,6240.60595703125,46834.71875,8958.0068359375,11937.54296875,4320.89697265625,16225.4921875,76807.953125,13771.8642578125,266.0977478027344,A6
E6_outside_now_Flute.ogg,4261.25537109375,3813.0341796875,4457.951171875,10621.6005859375,54291.52734375,9978.3134765625,1173.3785400390625,3826.061279296875,26055.5625,3792.254638671875,4622.3408203125,28538.859375,E6
Eb6_aka_upper_sangha_Flute.ogg,99964.0234375,23270.208984375,35402.0234375,194395.640625,37315.19140625,7666.31787109375,13216.3203125,94115.2578125,14967.16796875,31845.171875,185301.1875,35253.07421875,Eb6
Gb6_al-saghil-al-sani_Flute.ogg,3323.447265625,27231.3515625,6170.6796875,13536.6435546875,3995.8095703125,7099.15673828125,46615.33984375,9228.44921875,6153.79248046875,11952.2509765625,62611.61328125,7102.55615234375,Gb6
Gb6_pictures_at_an_exhibition_Flute.ogg,3650.09375,30377.537109375,7422.13134765625,18339.79296875,5726.8984375,10965.1806640625,80213.1171875,15316.2705078125,6058.36181640625,14388.6103515625,75142.015625,8361.0576171875,Gb6
A6_mpre_Flute.ogg,4799.70068359375,35914.97265625,5499.82373046875,14355.859375,101600.5546875,22901.705078125,57708.86328125,10276.669921875,18966.658203125,85294.5703125,14714.9130859375,371.7088623046875,A6
Db6_cinquillo_Flute.ogg,3923.117431640625,25599.322265625,5237.89013671875,4044.812744140625,2274.827880859375,13184.69140625,2263.838134765625,3056.0078125,22723.890625,6558.09228515625,15379.6962890625,2729.100341796875,Db6
G6_cinquillo_Flute.ogg,4064.836181640625,3431.430419921875,28155.357421875,7459.22900390625,18171.9453125,3805.3037109375,6452.744140625,42365.57421875,8469.8095703125,6528.58154296875,8048.8125,37638.5234375,G6
Bb6_outside_now_Flute.ogg,190.2437744140625,4361.10888671875,32479.869140625,4890.8095703125,4703.74951171875,36106.09765625,6323.29150390625,3442.402587890625,3089.293212890625,14867.1435546875,64380.953125,11244.1064453125,Bb6
Bb6_venda_Flute.ogg,155.4742431640625,3339.506591796875,26642.162109375,4307.30029296875,5509.72509765625,40706.00390625,7370.72119140625,7430.62353515625,3103.3681640625,13611.9677734375,46982.43359375,8134.21728515625,Bb6
B6_ngbaka-maibo_Flute.ogg,39036.21484375,513.61376953125,7894.59033203125,59282.83203125,9209.3427734375,22970.943359375,163374.84375,28498.216796875,34014.109375,10682.6611328125,42044.21484375,238234.875,B6
G6_ngbaka-maibo_Flute.ogg,12303.9580078125,8366.3662109375,70388.2265625,20706.416015625,57170.671875,11868.98828125,21314.22265625,140894.734375,26571.642578125,12936.5537109375,23171.9296875,114105.6953125,G6
F6_spanish_tango_Flute.ogg,28618.1953125,6201.13037109375,13232.6064453125,3562.249755859375,6263.38427734375,34840.73828125,7240.35400390625,7360.205078125,7208.51904296875,33771.25,3975.330322265625,3642.0244140625,F6
B6_agsag-samai_Flute.ogg,14242.5595703125,181.37330627441406,3916.998291015625,30838.443359375,4893.42919921875,7065.03564453125,50309.83203125,8920.962890625,11134.6435546875,3830.624267578125,15616.7509765625,79081.7578125,B6
F6_pictures_at_an_exhibition_Flute.ogg,30350.203125,6539.169921875,12983.6904296875,4320.24951171875,9692.6083984375,59099.33203125,11645.3759765625,7236.314453125,9394.8408203125,46248.85546875,5385.0009765625,3825.639892578125,F6
Db6_al-saghil-al-sani_Flute.ogg,4106.52978515625,25698.140625,5268.95361328125,4056.830078125,2646.336669921875,16155.1787109375,2770.796142578125,3071.079345703125,22835.189453125,8092.166015625,23447.302734375,3608.7666015625,Db6
A6_cinquillo_Flute.ogg,3757.546142578125,28467.580078125,4342.16748046875,6242.97265625,43695.546875,9372.490234375,21944.630859375,4573.02001953125,11755.7001953125,41861.11328125,7460.76611328125,186.3892364501953,A6
Bb6_agsag-samai_Flute.ogg,153.72337341308594,2783.038818359375,22334.404296875,3653.03125,5506.51123046875,40694.890625,7676.13330078125,9327.9658203125,3215.9521484375,12511.38671875,46776.703125,8133.78466796875,Bb6
G6_bendir_Flute.ogg,4436.9755859375,2972.56640625,24457.744140625,9930.4609375,38530.17578125,6432.81298828125,7567.93896484375,48860.65625,9258.607421875,5216.32470703125,8455.689453125,41147.8046875,G6
D6_aka_upper_sangha_Flute.ogg,33833.43359375,39425.24609375,211809.5625,40906.42578125,9477.220703125,21409.263671875,131359.046875,17067.34765625,22799.208984375,130899.0625,53307.01953125,203491.703125,D6
B6_venda_clapping_Flute.ogg,22146.029296875,254.36639404296875,4353.20947265625,33937.9375,5437.12548828125,8722.39453125,62968.55859375,11073.21484375,12182.4462890625,5325.8203125,21639.544921875,123536.21875,B6
Db6_aksak_Flute.ogg,4620.72900390625,31589.802734375,6236.70703125,2882.320556640625,2288.388916015625,14799.9072265625,2546.839599609375,2199.228759765625,16598.427734375,5373.22802734375,13161.9208984375,2635.604736328125,Db6
C6_agogo-samba_Flute.ogg,75918.7578125,15217.16015625,8342.8798828125,7821.416015625,48594.734375,7804.14306640625,7092.78759765625,55629.62890625,16810.453125,37569.6640625,8784.55859375,11509.5146484375,C6
Gb6_bossa-nova_Flute.ogg,6133.16943359375,53782.5625,11253.5283203125,13871.8759765625,7346.6015625,19202.236328125,149204.171875,27850.650390625,7684.17529296875,27307.201171875,151644.390625,16965.625,Gb6
A6_al-saghil-al-sani_Flute.ogg,2926.612548828125,22879.146484375,3646.49609375,7716.94482421875,53252.62109375,12235.10546875,33258.15234375,6003.41845703125,11679.4169921875,41877.19140625,7472.86962890625,202.91461181640625,A6
D6_pictures_at_an_exhibition_Flute.ogg,5517.27880859375,11546.6796875,57689.03515625,10900.365234375,2684.033447265625,6434.181640625,39898.08203125,5168.78076171875,6489.318359375,37295.10546875,8209.880859375,20083.490234375,D6
Eb6_agsag-samai_Flute.ogg,10096.626953125,3312.5078125,7858.39892578125,33497.48046875,6247.23876953125,1349.34423828125,3142.353271484375,21885.376953125,3317.709228515625,5547.61767578125,32047.9765625,5142.99951171875,Eb6
D6_agsag-samai_Flute.ogg,3835.629638671875,9169.4423828125,40891.19140625,7645.408203125,1592.4105224609375,5019.31103515625,31751.931640625,4152.22607421875,3863.147705078125,22143.3984375,4866.84521484375,11705.51953125,D6
Ab6_pictures_at_an_exhibition_Flute.ogg,30468.013671875,4762.70361328125,4874.01318359375,43103.67578125,11096.8369140625,23591.529296875,6155.30859375,17988.552734375,74854.2109375,14358.7373046875,7863.30078125,5380.5419921875,Ab6
E6_aka_Flute.ogg,33552.55859375,129875.6640625,34505.62890625,38291.87890625,194544.046875,37250.36328125,5610.76025390625,20926.455078125,144257.640625,21307.4921875,21561.443359375,131336.78125,E6
E6_spanish_tango_Flute.ogg,5988.92578125,17667.001953125,5324.81689453125,8320.4013671875,32822.23828125,6167.61279296875,1570.0987548828125,4333.07861328125,29574.861328125,4322.81591796875,5577.06005859375,31717.814453125,E6
Gb6_york-samai_Flute.ogg,2635.779052734375,21501.017578125,5074.96435546875,12329.4384765625,3288.49609375,5349.9912109375,27999.482421875,5596.06787109375,4535.21533203125,12712.2431640625,68288.484375,7653.6796875,Gb6
F6_agogo-samba_Flute.ogg,64479.390625,14610.125,32603.544921875,9350.0341796875,19504.416015625,118538.9296875,23045.3203125,14382.0625,18683.041015625,93197.1171875,11089.3076171875,8078.62158203125,F6
E6_al-saghil-al-sani_Flute.ogg,5988.92578125,17667.001953125,5324.81689453125,8320.4013671875,32822.23828125,6167.61279296875,1570.0987548828125,4333.07861328125,29574.861328125,4322.81591796875,5577.06005859375,31717.814453125,E6
G6_agogo-samba_Flute.ogg,8278.4345703125,10193.353515625,84603.5859375,27166.599609375,86381.7890625,15257.1083984375,19274.572265625,140451.40625,27003.84375,17350.345703125,17003.091796875,75936.5703125,G6
Bb6_bendir_Flute.ogg,144.3314208984375,3094.639404296875,24723.265625,4015.511962890625,5651.90283203125,40027.7109375,8991.2890625,19416.048828125,4292.31982421875,12922.9150390625,43495.4921875,7285.29443359375,Bb6
Ab6_al-saghil-al-sani_Flute.ogg,29575.947265625,4430.6904296875,2530.1376953125,21192.619140625,8534.494140625,33086.71875,6421.30322265625,13507.7060546875,46408.41015625,8879.5,5150.09912109375,4878.85498046875,Ab6
Eb6_ngbaka-maibo_Flute.ogg,31142.8828125,9250.9677734375,20272.681640625,96702.4453125,17813.529296875,3846.504150390625,7685.40576171875,53566.9375,8231.28515625,16354.8740234375,95968.46875,15679.60546875,Eb6
F6_samba_Flute.ogg,60743.296875,13185.3759765625,23051.359375,7648.484375,17510.14453125,112493.1484375,21782.251953125,12086.4208984375,15145.859375,74484.140625,8768.8017578125,7315.90283203125,F6
F6_venda_Flute.ogg,26879.890625,5226.4228515625,7648.48388671875,2861.735107421875,6922.98046875,42226.00390625,8461.2802734375,6467.00146484375,6751.84228515625,31970.501953125,3704.4375,3412.193603515625,F6
Db6_spanish_tango_Flute.ogg,4085.765625,25693.021484375,5182.5244140625,3201.004638671875,2566.533935546875,16495.716796875,2808.947998046875,2482.783935546875,18588.990234375,8955.10546875,31431.203125,4432.80517578125,Db6
Bb6_spanish_tango_Flute.ogg,146.94602966308594,3652.6513671875,28136.767578125,4380.61865234375,5678.23828125,40158.359375,7844.28076171875,12803.1298828125,3439.146484375,13359.21484375,46917.46484375,7649.94189453125,Bb6
F6_cinquillo_Flute.ogg,28683.568359375,5648.33447265625,8813.2265625,2810.574951171875,5883.18408203125,34838.00390625,7237.64306640625,7357.251953125,6337.69970703125,28911.244140625,3392.658203125,3644.3076171875,F6
Ab6_agogo-samba_Flute.ogg,82804.3515625,12647.66796875,7800.39794921875,70477.3515625,24078.1015625,75678.859375,16279.5927734375,40307.48046875,137211.140625,25691.990234375,11269.4169921875,12914.0849609375,Ab6
E6_fandango_Flute.ogg,5318.5263671875,5461.921875,5288.48291015625,11998.5361328125,62304.97265625,11462.5234375,1430.0474853515625,4382.93115234375,29739.857421875,4328.52587890625,5650.32177734375,34964.140625,E6
B6_cinquillo_Flute.ogg,12748.6201171875,171.8282470703125,3393.218505859375,26952.994140625,4308.47900390625,7612.01904296875,53257.22265625,8993.05859375,10266.8056640625,3321.522216796875,14831.2080078125,73771.6484375,B6
B6_outside_now_Flute.ogg,19372.255859375,198.94126892089844,3827.880615234375,30086.853515625,4832.41064453125,5920.99169921875,43803.49609375,7194.36669921875,4180.93798828125,3849.844970703125,19073.5859375,107836.4453125,B6
E6_samba_Flute.ogg,14243.9306640625,22715.984375,10832.0576171875,19312.27734375,97795.4609375,18210.201171875,4176.1181640625,9296.77734375,59549.359375,8376.359375,15456.8515625,91626.2578125,E6
F6_york-samai_Flute.ogg,17528.4609375,4976.32568359375,17820.423828125,3923.541748046875,4472.62646484375,21753.390625,4609.92138671875,5422.48779296875,5891.58642578125,28652.771484375,3484.896240234375,2340.311767578125,F6
B6_venda_Flute.ogg,14242.703125,198.10411071777344,3912.518310546875,30791.119140625,4891.96630859375,8577.970703125,60462.75390625,9841.00390625,8868.8095703125,3572.1484375,15620.4638671875,79079.9296875,B6
E6_york-samai_Flute.ogg,4700.39453125,11512.89453125,3713.538818359375,7431.04638671875,20955.818359375,3911.633056640625,1456.3560791015625,4498.86669921875,30439.017578125,4345.01123046875,5044.29052734375,28154.986328125,E6
Ab6_outside_now_Flute.ogg,35812.9453125,5209.24658203125,2497.901123046875,22237.974609375,4941.787109375,6119.29736328125,3750.813720703125,16463.71875,74702.0625,13946.4326171875,3649.383544921875,5534.875,Ab6
C6_venda_clapping_Flute.ogg,46104.56640625,9042.3916015625,3429.924072265625,3850.566162109375,23124.7265625,3487.8076171875,3091.675048828125,24239.5390625,6483.06689453125,11970.2421875,4086.183349609375,6321.19091796875,C6
Gb6_spanish_tango_Flute.ogg,2834.915283203125,23211.662109375,5512.474609375,13533.57421875,3992.2607421875,7694.42138671875,50601.85546875,9621.26171875,4879.52880859375,11727.15234375,62626.05859375,7101.92236328125,Gb6
Bb6_bossa-nova_Flute.ogg,359.3725280761719,6744.4609375,50039.01953125,7571.29296875,10652.1748046875,81287.5078125,14585.1064453125,10492.654296875,6061.72021484375,25752.171875,122735.125,21394.259765625,Bb6
Eb6_aka_Flute.ogg,55875.06640625,16306.98828125,30753.990234375,177114.296875,34972.87109375,12215.59375,10591.6240234375,68263.609375,10871.595703125,51787.859375,295676.59375,41080.57421875,Eb6
Ab6_fandango_Flute.ogg,39775.63671875,5790.08544921875,3029.729736328125,27065.8203125,6277.02197265625,9125.5771484375,4556.49462890625,18575.751953125,85612.6953125,16031.703125,4492.37255859375,6233.52099609375,Ab6
Eb6_aksak_Flute.ogg,7995.46826171875,3000.863037109375,7857.35986328125,33495.609375,6242.603515625,1349.0509033203125,3079.232177734375,21314.833984375,3219.722900390625,5547.103515625,32044.765625,4865.74755859375,Eb6
G6_aka_upper_sangha_Flute.ogg,26061.228515625,13052.72265625,108846.9765625,39058.63671875,135536.046875,25923.279296875,43921.03515625,286770.15625,52866.171875,18688.890625,47635.62890625,240570.359375,G6
Gb6_samba_Flute.ogg,6258.31689453125,52629.421875,11956.96875,23955.998046875,9098.7890625,21576.091796875,161064.328125,29555.279296875,8938.6220703125,23535.451171875,123710.34375,13690.984375,Gb6
Eb6_bossa-nova_Flute.ogg,11308.90625,5902.974609375,16481.111328125,89641.0546875,16531.845703125,2409.09033203125,4804.94482421875,33762.046875,5254.7451171875,9909.1259765625,58925.734375,8811.2998046875,Eb6
B6_pictures_at_an_exhibition_Flute.ogg,19394.384765625,268.7388610839844,5009.376953125,38821.33984375,6117.90625,11905.40234375,84504.7578125,14284.5146484375,15020.7802734375,5231.73486328125,20384.44140625,108126.15625,B6
Eb6_al-saghil-al-sani_Flute.ogg,19304.796875,4512.77197265625,7431.57861328125,27623.265625,5196.91650390625,1480.576171875,3658.585693359375,26048.931640625,4000.135986328125,5977.81396484375,33859.49609375,6448.64794921875,Eb6
C6_ruchenitza_2_Flute.ogg,17980.13671875,3538.771240234375,1728.51806640625,1922.9017333984375,12238.6689453125,1968.6868896484375,1474.44921875,11205.6845703125,2710.22802734375,3834.537109375,1588.7391357421875,2906.730712890625,C6
F6_outside_now_Flute.ogg,20948.029296875,3878.266357421875,3477.142333984375,2691.5439453125,8808.9150390625,58947.53125,11270.2841796875,4094.538818359375,7519.12060546875,38152.76171875,4290.76318359375,2611.798583984375,F6
Bb6_ruchenitza_2_Flute.ogg,104.51197052001953,2130.74853515625,17148.2265625,2799.3173828125,3487.58984375,25464.408203125,4327.54345703125,3276.91796875,1898.5269775390625,9201.72265625,31920.853515625,5512.05322265625,Bb6
G6_agsag-samai_Flute.ogg,4597.06640625,3027.658447265625,24743.939453125,6481.42578125,15537.984375,3728.172607421875,7572.47509765625,50969.125,9913.5595703125,5196.22314453125,8693.5966796875,42559.609375,G6
Ab6_spanish_tango_Flute.ogg,29575.947265625,4430.6904296875,2530.1376953125,21192.619140625,8534.494140625,33086.71875,6421.30322265625,13507.7060546875,46408.41015625,8879.5,5150.09912109375,4878.85498046875,Ab6
B6_agogo-samba_Flute.ogg,37990.84375,453.0416259765625,8905.9052734375,67460.7265625,10474.302734375,17850.005859375,129705.9375,28077.853515625,56551.171875,13448.2705078125,42089.65625,228736.640625,B6
D6_ngbaka-maibo_Flute.ogg,11181.19140625,19921.259765625,113764.5546875,21818.927734375,6873.537109375,10737.9736328125,64095.44140625,8253.033203125,17018.99609375,98045.4375,20521.58203125,47735.75390625,D6
F6_venda_clapping_Flute.ogg,32745.072265625,6491.95849609375,7955.041015625,3718.092041015625,10320.1455078125,68216.6953125,13218.0810546875,6626.494140625,9408.9658203125,46635.640625,5321.02001953125,3975.09375,F6
Gb6_mpre_Flute.ogg,5121.90234375,42561.5390625,11018.1572265625,31677.53125,8378.9873046875,13135.57421875,93040.8828125,17930.150390625,8777.2587890625,19875.0078125,104585.7421875,11846.0244140625,Gb6
Gb6_agogo-samba_Flute.ogg,8406.0693359375,70183.0703125,18847.994140625,57748.234375,14577.9345703125,20390.708984375,154203.546875,29238.630859375,13900.0888671875,24511.830078125,128492.6640625,15068.5068359375,Gb6
B6_aka_upper_sangha_Flute.ogg,74340.8046875,1113.2371826171875,17468.4765625,132178.765625,20600.79296875,44880.38671875,317827.09375,62719.3125,111409.8125,26269.638671875,76811.1640625,422837.0,B6
A6_agogo-samba_Flute.ogg,8134.751953125,61545.79296875,9520.5380859375,23056.369140625,163554.265625,36020.12890625,86374.4765625,15948.265625,29560.703125,122610.0390625,21804.41796875,594.0795288085938,A6
C6_bossa-nova_Flute.ogg,74443.5625,14509.4130859375,4699.4765625,5814.20458984375,35313.78515625,5295.97900390625,4483.849609375,35689.453125,8659.169921875,12409.7412109375,5843.23193359375,9921.427734375,C6
A6_agsag-samai_Flute.ogg,3566.082275390625,26838.083984375,4089.9169921875,5772.39892578125,40992.41796875,9208.9208984375,22539.580078125,4813.2802734375,12151.9580078125,49775.25390625,8930.3994140625,199.0771026611328,A6
