,C,Db,D,Eb,E,F,Gb,G,Ab,A,Bb,B,true
A7_samba_Piano_b13.wav,691.2647094726562,2882.598388671875,940.3417358398438,1555.3370361328125,5838.587890625,2021.3907470703125,630.6621704101562,2116.465087890625,4090.581787109375,11275.19140625,1793.6685791015625,495.0579528808594,A7
Eb7_bendir_Piano_b13.wav,434.7513427734375,1473.4832763671875,2385.537109375,6693.998046875,1225.556396484375,704.590087890625,1508.5028076171875,7699.830078125,1926.74462890625,1665.3983154296875,8815.05859375,1864.5760498046875,Eb7
D7_aka_Piano_11.wav,6414.93017578125,4345.90869140625,17312.90234375,3351.625732421875,3253.5498046875,2384.488525390625,7968.04833984375,17024.228515625,8573.939453125,24383.818359375,4426.11962890625,1688.2861328125,D7
Bb7_pictures_at_an_exhibition_Piano_b13.wav,329.8850402832031,482.514404296875,1961.8887939453125,569.2552490234375,1003.8331909179688,4022.6435546875,1077.3848876953125,325.5357360839844,1210.5284423828125,3266.2490234375,10948.9306640625,1592.2579345703125,Bb7
A7_mpre_Piano_13_11.wav,503.6622619628906,2129.485107421875,1145.750244140625,1282.2750244140625,4592.89501953125,1099.1834716796875,946.1533203125,2124.885986328125,3339.782470703125,9084.0751953125,1530.4493408203125,417.7542724609375,A7
G7_venda_clapping_Piano_#11.wav,625.8531494140625,1340.19580078125,4749.2919921875,936.753662109375,307.62261962890625,966.4373168945312,3083.797607421875,10126.2587890625,1641.4989013671875,709.1773071289062,572.4276123046875,2015.2633056640625,G7
B7_york-samai_Piano_#11.wav,1189.5335693359375,259.2437438964844,504.82568359375,2609.937744140625,566.9767456054688,616.4853515625,1571.4970703125,557.069580078125,291.70001220703125,857.65087890625,1680.64306640625,7496.94189453125,B7
A7_bendir_Piano_9_11.wav,467.2660217285156,1537.0821533203125,1528.0042724609375,1024.2496337890625,3116.947509765625,693.854736328125,327.92877197265625,1476.9334716796875,2401.738037109375,6648.97119140625,1116.7669677734375,664.033935546875,A7
Bb7_spanish_tango_Piano_9.wav,664.223876953125,449.51318359375,1678.57080078125,489.8282470703125,848.1738891601562,3279.582763671875,715.7902221679688,372.893798828125,1166.3673095703125,2719.860107421875,8724.90625,1331.2725830078125,Bb7
E7_bendir_Piano_11_b9.wav,447.6846618652344,466.9581298828125,1421.60595703125,2606.005615234375,7845.00048828125,1531.22265625,846.88525390625,1491.3033447265625,8860.0615234375,5274.55615234375,1038.7020263671875,1502.6529541015625,E7
Bb7_venda_clapping_Piano_13.wav,322.4598693847656,441.926513671875,1916.4754638671875,566.0077514648438,1029.5074462890625,4087.392822265625,965.6991577148438,1112.2901611328125,1041.3984375,3289.322021484375,11592.609375,1685.3770751953125,Bb7
G7_bossa-nova_Piano_b9.wav,807.3536987304688,1565.1683349609375,6220.57666015625,1270.9129638671875,400.6826477050781,1222.5733642578125,3963.692626953125,12951.8134765625,2859.1171875,1051.50244140625,765.9205932617188,2732.446533203125,G7
Ab7_bossa-nova_Piano_b13.wav,3582.0390625,868.5116577148438,1156.7677001953125,4506.96875,1213.1595458984375,481.16845703125,1315.74169921875,3616.705322265625,11741.19140625,1848.1064453125,391.1813049316406,740.7686157226562,Ab7
D7_cinquillo_Piano_#11.wav,1113.3614501953125,860.7188110351562,2323.912353515625,591.2009887695312,966.4523315429688,770.939697265625,2115.21142578125,1342.6297607421875,3702.2265625,7288.7578125,1320.8157958984375,390.3011779785156,D7
C7_aka_upper_sangha_Piano_9_11.wav,6962.03662109375,1847.9345703125,4834.16064453125,2885.898193359375,7920.96484375,5256.37646484375,7391.59423828125,28889.0625,5854.19970703125,5584.53857421875,26326.732421875,6013.080078125,C7
Eb7_aka_upper_sangha_Piano_13_b9.wav,9240.05859375,5000.23486328125,7433.02685546875,19757.19140625,5574.40673828125,2770.697265625,5808.17626953125,36226.8359375,7803.35546875,6636.478515625,37387.75,7019.046875,Eb7
Bb7_aka_Piano_9.wav,3977.817626953125,1757.7830810546875,5832.931640625,1658.04931640625,2572.356201171875,9740.5458984375,2337.209716796875,1673.4151611328125,4339.51708984375,8956.6376953125,30985.193359375,4927.03076171875,Bb7
D7_agsag-samai_Piano_b13.wav,1019.98779296875,898.9420776367188,2519.0830078125,543.2909545898438,987.179931640625,835.7196655273438,2347.0380859375,1146.123779296875,2017.1224365234375,6693.53662109375,1429.7794189453125,420.0965881347656,D7
Eb7_york-samai_Piano_9.wav,270.1411437988281,936.7489624023438,1935.4527587890625,5257.38427734375,1038.722412109375,990.2150268554688,1247.621337890625,7072.5,1599.2509765625,1577.9373779296875,8508.9189453125,1326.1707763671875,Eb7
B7_agsag-samai_Piano_b9.wav,1717.7364501953125,305.66595458984375,584.3689575195312,3060.02734375,601.8684692382812,317.7509765625,1683.4425048828125,637.9712524414062,291.49395751953125,640.2549438476562,2132.1962890625,10382.5029296875,B7
Ab7_bendir_Piano_11_b9.wav,2298.202392578125,2016.1466064453125,913.1968383789062,2630.638671875,780.7405395507812,366.6406555175781,1130.67431640625,2383.3564453125,8095.11767578125,3222.695556640625,601.9049682617188,499.1798095703125,Ab7
Ab7_york-samai_Piano_#11.wav,1832.00048828125,530.4142456054688,1029.3602294921875,2628.904052734375,661.232177734375,286.4987487792969,1029.9007568359375,1988.23046875,5784.787109375,1098.7386474609375,295.94586181640625,385.4623718261719,Ab7
A7_venda_Piano_11.wav,366.4328308105469,1571.86328125,756.5375366210938,933.854736328125,3277.635498046875,723.354736328125,262.5736999511719,905.5324096679688,2393.78076171875,7233.80810546875,1156.1812744140625,283.3541259765625,A7
Db7_aka_upper_sangha_Piano_11_b9.wav,4185.294921875,15119.2841796875,10067.9033203125,4057.642333984375,2338.213134765625,6595.55908203125,5280.8583984375,5824.224609375,22169.275390625,4715.82861328125,1954.0787353515625,5023.1201171875,Db7
Gb7_aka_upper_sangha_Piano_13.wav,1693.8729248046875,6621.755859375,1808.8663330078125,2724.705322265625,4950.1826171875,8040.853515625,21733.396484375,3791.534912109375,3458.753173828125,8187.83544921875,49550.19921875,7777.01123046875,Gb7
E7_venda_clapping_Piano_#11.wav,480.78759765625,503.2628173828125,1380.3359375,3366.802978515625,10819.408203125,1700.337890625,866.3416137695312,1700.41943359375,9848.654296875,2007.1925048828125,773.0888671875,1764.2021484375,E7
Bb7_venda_Piano_b13.wav,268.7036437988281,398.0693664550781,1625.8525390625,465.647705078125,832.8355102539062,3290.9287109375,874.1604614257812,251.4820556640625,851.1567993164062,2737.167236328125,9400.6220703125,1370.5965576171875,Bb7
E7_aka_upper_sangha_Piano_11_b9.wav,1655.79443359375,1590.6903076171875,5015.73974609375,8010.126953125,22943.380859375,5272.36181640625,3141.593505859375,6016.16015625,37180.06640625,23303.78125,4084.555908203125,5177.74365234375,E7
F7_bendir_Piano_13.wav,2406.272705078125,757.80029296875,2041.177734375,1493.9696044921875,2522.4560546875,6617.82373046875,1183.9644775390625,952.3712768554688,1616.22607421875,8918.8994140625,1544.96826171875,578.9314575195312,F7
D7_mpre_Piano_9.wav,2192.616943359375,1351.0931396484375,3220.260986328125,793.478759765625,1912.35693359375,1284.1649169921875,3604.728271484375,1830.2408447265625,3180.355712890625,11469.3857421875,2166.5068359375,717.3018188476562,D7
D7_al-saghil-al-sani_Piano_9.wav,1424.47119140625,908.179931640625,2263.853271484375,537.2843627929688,1183.459716796875,800.8126831054688,2147.552001953125,1215.8819580078125,2054.427001953125,6985.73779296875,1335.5169677734375,461.5083312988281,D7
G7_agsag-samai_Piano_11.wav,896.4525756835938,1022.1975708007812,3732.644775390625,762.5902709960938,268.7164001464844,867.851318359375,2556.2890625,8075.69287109375,1279.9813232421875,572.1516723632812,471.4397277832031,1677.8345947265625,G7
Eb7_agogo-samba_Piano_b9.wav,751.3908081054688,3075.247314453125,4505.44384765625,13210.0927734375,3132.81640625,1522.0235595703125,2653.752685546875,14830.2470703125,3879.658935546875,3341.663330078125,17840.087890625,2915.989501953125,Eb7
B7_samba_Piano_13.wav,2617.713134765625,492.5494384765625,1032.912841796875,5600.04345703125,1130.0457763671875,575.3198852539062,3093.926025390625,1692.40283203125,4845.115234375,2148.67041015625,3695.149169921875,17356.806640625,B7
B7_cinquillo_Piano_b9.wav,1819.9039306640625,332.26220703125,543.2772827148438,2793.413330078125,583.5493774414062,331.3686828613281,1797.1871337890625,703.1588745117188,299.9196472167969,690.5657348632812,1991.6029052734375,9456.6689453125,B7
Gb7_aka_Piano_11.wav,1680.0833740234375,4171.634765625,1251.8238525390625,1718.8563232421875,8017.45068359375,7723.11865234375,22229.125,3577.172119140625,2804.168212890625,5347.65625,30718.548828125,7228.318359375,Gb7
A7_pictures_at_an_exhibition_Piano_#11.wav,439.8042907714844,1869.35009765625,678.9241333007812,1426.1099853515625,4099.41357421875,878.4883422851562,313.9498596191406,1354.3590087890625,2875.100830078125,8276.2900390625,1330.1556396484375,353.6226501464844,A7
E7_agogo-samba_Piano_b9_#11.wav,900.1594848632812,944.5779418945312,3121.771728515625,4863.421875,15070.0068359375,3566.6806640625,1859.7503662109375,2672.138916015625,14480.1513671875,4334.916015625,7206.978515625,3700.540771484375,E7
F7_aka_upper_sangha_Piano_9_#11.wav,7129.51025390625,1617.22216796875,1759.7740478515625,4448.06298828125,7203.228515625,20610.361328125,5306.6796875,16129.5078125,7019.263671875,27012.583984375,4825.54150390625,3075.674072265625,F7
G7_Nawakhat_Piano_b13.wav,410.6087646484375,806.9756469726562,3131.774658203125,762.14306640625,245.438720703125,759.2173461914062,2154.207763671875,6788.16064453125,1081.1251220703125,507.3354187011719,400.6656494140625,1303.5416259765625,G7
A7_york-samai_Piano_b9.wav,334.9618835449219,1362.7391357421875,452.4729309082031,713.965087890625,2584.188232421875,608.0443725585938,254.3626251220703,1149.38916015625,2046.0638427734375,5577.83837890625,1387.40234375,359.7572937011719,A7
Db7_venda_clapping_Piano_b13.wav,1198.9425048828125,3212.236328125,674.8360595703125,1111.1966552734375,920.5272827148438,2487.075439453125,1195.3614501953125,2083.637939453125,7391.08837890625,1655.0885009765625,653.3436889648438,1417.30517578125,Db7
E7_agsag-samai_Piano_b13.wav,769.3694458007812,462.2262268066406,1152.0811767578125,2726.50341796875,8523.13671875,1359.774169921875,728.7017211914062,1446.6964111328125,8369.6591796875,1707.18017578125,493.2044372558594,1317.7274169921875,E7
Gb7_cinquillo_Piano_11.wav,494.0022888183594,1371.9058837890625,326.0169677734375,261.4809265136719,911.9776000976562,2442.485107421875,7844.17138671875,1273.2818603515625,739.7557983398438,1792.6080322265625,10653.318359375,1928.0206298828125,Gb7
E7_york-samai_Piano_b13.wav,930.8583374023438,442.1086120605469,1198.8427734375,2128.656005859375,5975.48046875,1020.5686645507812,711.5233764648438,1356.6351318359375,6959.17138671875,1535.9383544921875,441.2357482910156,1318.6861572265625,E7
E7_venda_Piano_b9.wav,395.2441101074219,405.5824279785156,1144.4908447265625,2726.073486328125,8535.3623046875,1546.3944091796875,756.3847045898438,1453.2911376953125,8381.2294921875,1728.5531005859375,476.4493408203125,1261.9610595703125,E7
Gb7_bossa-nova_Piano_11.wav,746.9826049804688,2151.8759765625,520.1814575195312,432.1248779296875,1265.8526611328125,4238.5546875,14490.50390625,2244.06494140625,1120.977294921875,3301.115478515625,19565.927734375,3170.0234375,Gb7
Eb7_Nawakhat_Piano_#11.wav,218.85479736328125,660.2733764648438,2005.2774658203125,5891.01708984375,1083.5467529296875,531.0723876953125,1115.8875732421875,6694.7421875,1432.2950439453125,1506.47412109375,7308.54541015625,1142.97412109375,Eb7
Bb7_samba_Piano_b13_9.wav,795.2653198242188,724.4982299804688,2784.9609375,821.5078125,1439.89453125,5622.00244140625,1845.8226318359375,673.9857788085938,1991.9403076171875,4522.32470703125,14869.5732421875,2215.1259765625,Bb7
F7_al-saghil-al-sani_Piano_13.wav,1828.0145263671875,566.7307739257812,1316.035888671875,1356.2359619140625,2504.399658203125,6644.361328125,1164.6015625,772.968505859375,1772.3900146484375,10427.5458984375,1761.80078125,492.6548156738281,F7
C7_cinquillo_Piano_9.wav,2167.99560546875,602.5321655273438,1766.99609375,906.68994140625,2118.273681640625,1042.1885986328125,1908.2308349609375,6656.068359375,1382.2791748046875,954.8742065429688,4552.32470703125,1345.0006103515625,C7
A7_cinquillo_Piano_#11.wav,332.3995666503906,1387.0152587890625,529.0607299804688,1175.2198486328125,3175.485595703125,681.0867309570312,243.15428161621094,1021.089599609375,2268.5380859375,6600.77587890625,1070.321533203125,274.0321960449219,A7
Db7_Nawakhat_Piano_b13.wav,818.726806640625,2154.368896484375,463.2524108886719,742.025634765625,625.6475219726562,1676.7286376953125,831.9353637695312,1483.2457275390625,5613.95751953125,1307.328857421875,452.9692077636719,973.0927734375,Db7
C7_aka_Piano_9_13.wav,10283.1787109375,2397.903564453125,4729.62255859375,2671.130615234375,6837.70068359375,3511.16796875,6599.23681640625,26455.369140625,6922.54443359375,17503.146484375,27164.107421875,6165.17236328125,C7
C7_york-samai_Piano_11.wav,1762.8035888671875,387.7184143066406,666.7603759765625,595.9984130859375,1665.48779296875,1263.2603759765625,1690.18994140625,5712.77392578125,1209.958740234375,1165.4630126953125,6020.40771484375,1455.8056640625,C7
F7_agsag-samai_Piano_9.wav,1722.18310546875,399.8155212402344,313.5027770996094,899.387451171875,2560.5732421875,7280.74853515625,1346.4793701171875,1437.7764892578125,1818.4383544921875,10035.28125,1688.5130615234375,483.715087890625,F7
D7_agogo-samba_Piano_#11_b9.wav,3597.643798828125,1842.1253662109375,4194.12841796875,1844.2342529296875,2299.580810546875,1523.51513671875,4113.8193359375,2692.478271484375,5703.68798828125,17796.669921875,3160.837646484375,974.0357055664062,D7
G7_mpre_Piano_11.wav,1555.40869140625,1463.44482421875,5335.89111328125,1119.6839599609375,560.2257690429688,2114.160888671875,3510.186767578125,10370.1005859375,1681.1776123046875,1058.05029296875,686.6159057617188,2279.87939453125,G7
Db7_al-saghil-al-sani_Piano_b13.wav,982.1455688476562,2299.42919921875,512.7487182617188,887.82470703125,734.9884643554688,2033.9571533203125,1104.4676513671875,1754.79736328125,6627.59228515625,1611.4615478515625,573.0921020507812,1408.51904296875,Db7
Bb7_mpre_Piano_13.wav,393.9814453125,513.6864013671875,2175.53759765625,688.2509765625,1162.692626953125,4815.0087890625,1119.2569580078125,1198.0401611328125,2292.294677734375,3912.979248046875,12894.8310546875,1895.2415771484375,Bb7
Bb7_aka_upper_sangha_Piano_13.wav,880.9967651367188,1476.4384765625,7258.619140625,1833.6094970703125,2275.3095703125,9362.2578125,2671.240966796875,3587.37109375,4946.2451171875,10486.0693359375,37665.76171875,5508.71435546875,Bb7
E7_mpre_Piano_11.wav,614.3958129882812,709.5734252929688,2516.884521484375,3696.472412109375,11125.6669921875,1816.9862060546875,1258.0850830078125,1956.5067138671875,11027.6357421875,3107.335205078125,934.3639526367188,2323.720947265625,E7
F7_venda_Piano_13.wav,1745.3223876953125,519.0089721679688,1112.80810546875,1022.182373046875,2571.751220703125,7286.462890625,1255.396728515625,719.7816772460938,1716.0079345703125,10058.212890625,1694.36865234375,485.28857421875,F7
G7_agogo-samba_Piano_9_11.wav,1949.6171875,1876.81982421875,6783.73291015625,1445.2060546875,782.8143920898438,2934.2724609375,4597.50244140625,13982.2705078125,2395.4697265625,2323.5517578125,1151.1448974609375,2970.0947265625,G7
Eb7_samba_Piano_b9_13.wav,1387.6917724609375,1951.0631103515625,4222.28955078125,12669.59375,2955.281494140625,1298.697265625,2427.356201171875,14638.9140625,3306.2236328125,3021.0986328125,16416.669921875,2710.832763671875,Eb7
B7_ngbaka-maibo_Piano_13.wav,2777.824462890625,542.529052734375,1075.5025634765625,5624.07568359375,1182.5404052734375,641.4210205078125,3476.522216796875,2158.712646484375,7689.76904296875,3238.4150390625,4005.272216796875,18135.806640625,B7
